node_id,x,y,poi_name,poi_type,poi_address
0,116.33102365554642,39.98244378819501,中国科学院物理研究所,科教文化服务;科研机构;科研机构,中关村南三街8号L楼
1,116.30890792307692,40.01584414102564,室外网球场,体育休闲服务;运动场馆;网球场,二河开21号艺术区西侧
2,116.30647159541984,40.01379650381679,圆明园遗址公园,风景名胜;风景名胜;国家级景点,清华西路28号
3,116.32166610714286,40.00306914285714,清华大学,科教文化服务;学校;高等院校,双清路30号
4,116.30707631331302,39.983545729573166,中关村创业大街,购物服务;特色商业街;特色商业街,海淀大街34号(万泉河桥地铁站C东南口步行420米)
5,116.31335250370364,39.979667166666665,互联网金融中心,商务住宅;楼宇;商务写字楼,丹棱街1号(海淀黄庄地铁站A2西北口步行360米)
6,116.310998486785,39.976427874358976,时代网络大厦,商务住宅;楼宇;商务写字楼,海淀南路19号(苏州街地铁站B东北口步行300米)
7,116.31256292307692,40.00904869230769,圆明园-长春园,风景名胜;风景名胜;风景名胜,清华西路28号圆明园景区内
8,116.3091411283333,39.99671109333333,北京大学,科教文化服务;学校;高等院校,颐和园路5号
9,116.19911758571428,39.99429165238095,煤厂街27号院,商务住宅;住宅区;住宅小区,煤厂街27号
10,116.33020460357145,40.06969835,天时公寓,商务住宅;商务住宅相关;商务住宅相关,同成街34号
11,116.3139654375,40.0317700625,上地实验小学,科教文化服务;学校;小学,上地东里五区内
12,116.31195057894736,40.01214742105263,圆明园-长春园,风景名胜;风景名胜;风景名胜,清华西路28号圆明园景区内
13,116.32761951515154,39.9686423030303,北京一零一中双榆树校区,科教文化服务;学校;中学,双榆树东里35号
14,116.34770802380956,39.9395248047619,德宝饭店,住宿服务;宾馆酒店;四星级宾馆,西直门外大街德宝新园22号楼
15,116.31836432,39.99963986,清华大学,科教文化服务;学校;高等院校,双清路30号
16,116.31609625,40.00572625,清华大学,科教文化服务;学校;高等院校,双清路30号
17,116.31792441428571,39.99113437142857,北京大学化学与分子工程学院,科教文化服务;学校;高等院校,颐和园路5号北京大学(北京大学东门地铁站C东南口步行50米)
18,116.31880691703702,39.97498626518519,和盛大厦,商务住宅;楼宇;商务写字楼,中关村大街32号(海淀黄庄地铁站C1东南口步行170米)
19,116.3168271,40.0090801,圆明园-长春园,风景名胜;风景名胜;风景名胜,清华西路28号圆明园景区内
20,116.30930427511738,39.98917788967136,北京大学,科教文化服务;学校;高等院校,颐和园路5号
21,116.30712205891568,39.968706081044175,中国人民大学中关村校区西区食堂,餐饮服务;中餐厅;中餐厅,中关村大街59号中国人民大学中关村校区
22,116.31801011428573,40.004790928571424,清华大学,科教文化服务;学校;高等院校,双清路30号
23,116.3221246,39.9913058,中国科学院化学研究所,科教文化服务;科研机构;科研机构,中关村北一街2号
24,116.34164585714286,40.07583228571429,回龙观体育文化公园南区,风景名胜;公园广场;公园,文华路与龙腾街交叉口西北角
25,116.35213762940832,39.98557058248389,北京航空航天大学学院路校区世宁大厦,商务住宅;楼宇;商务写字楼,学院路35号(学院桥地铁站C2口步行200米)
26,116.34721033333334,39.98952333333333,盛地写字楼,商务住宅;楼宇;商务写字楼,学院路29号
27,116.43960533333332,39.96138091666666,国展商务中心,商务住宅;楼宇;商务写字楼,西坝河中街与七圣南路交叉口东40米
28,116.32424240175438,39.98055619122807,中国科学院东南小区,商务住宅;住宅区;住宅小区,中关村923号(知春里地铁站A西北口步行460米)
29,116.3436845,39.978329333333335,大运村公寓,商务住宅;住宅区;宿舍,知春路29号(知春路地铁站F东北口步行90米)
30,116.34647763946668,39.981070464,北京航空航天大学(学院路本部校区),科教文化服务;学校;高等院校,学院路37号
31,116.36135857142855,39.95925521428571,北京师范大学,科教文化服务;学校;高等院校,北京市北太平庄街道新街口外大街19号
32,116.35666584210529,39.95761445263158,中商信大厦,商务住宅;楼宇;商务写字楼,学院南路34号
33,116.3215632293578,40.01107094495413,清华大学西北社区,商务住宅;住宅区;住宅小区,双清路30号清华大学
34,116.3194910157754,40.007913817112296,清华大学附属中学,科教文化服务;学校;中学,中关村大街清华大学北侧
35,116.3345201333334,39.98024893333334,怡升园商务公寓,商务住宅;住宅区;住宅小区,中关村甲331号
36,116.30413544285716,39.932589542857144,七贤村小区8号楼,地名地址信息;门牌信息;楼栋号,西三环花园桥西七贤村路(花园桥地铁站A西北口步行170米)
37,116.3209395,40.013374666666664,厢白旗甲1号院,商务住宅;住宅区;住宅小区,厢白旗甲1号
38,116.33453414285714,39.98249557142857,中科院中关村小区,商务住宅;住宅区;住宅小区,中关村东路80号
39,116.32175614285714,40.015775142857144,褐石园小区,商务住宅;住宅区;住宅小区,中关村北大街圆明园东门对面
40,116.34299484415584,39.97440945670996,碧兴园小区,商务住宅;住宅区;住宅小区,知春路地铁站G1东南口步行390米
41,116.2995074104762,39.984433015238096,万泉河桥(地铁站),交通设施服务;地铁站;地铁站,16号线
42,113.553056,22.162304862068964,,,
43,116.3166466837607,39.988445145299146,北京大学,科教文化服务;学校;高等院校,颐和园路5号
44,116.31903527272726,39.99746790909091,清华大学,科教文化服务;学校;高等院校,双清路30号
45,116.32114795555556,39.98485591111111,科育社区,商务住宅;住宅区;住宅小区,中关村南路
46,116.33043061428572,39.99713594285714,清华大学李兆基科技大楼,地名地址信息;门牌信息;楼栋号,双清路30号
47,116.32329975,39.98483059,科育社区,商务住宅;住宅区;住宅小区,中关村南路
48,116.32495045384616,39.9913463,中科科仪大厦,商务住宅;楼宇;商务写字楼,中关村北二条13号
49,116.32521181159422,39.98495854637681,融科资讯中心A座,购物服务;商场;购物中心,科学院南路2号
50,116.31550690476186,39.98454123809524,鼎好DH3大厦,商务住宅;楼宇;商务写字楼,海淀大街3号(中关村地铁站A1西北口步行200米)
51,116.365869,39.945342,新街口西里,商务住宅;住宅区;住宅小区,东新开胡同附近
52,116.38365839285714,39.86391100714286,北京市第十二中学南站学校,科教文化服务;科教文化场所;科教文化场所,洋桥北里5号
53,116.3470888,39.9227037125,外经贸大厦,商务住宅;楼宇;商务写字楼,阜成门外大街22号
54,116.37757516,39.88777732,瀛美医疗美容,医疗保健服务;专科医院;整形美容,菜市口地铁站F东北口步行410米
55,116.38060438333332,39.860195233333336,洋桥北里小区,商务住宅;住宅区;住宅小区,西罗园
56,116.38617386774192,39.865415741935486,马家堡路23号院,商务住宅;住宅区;住宅小区,马家堡路23号
57,116.39375362,39.86281662,悠胜美苑,商务住宅;住宅区;住宅小区,管村32号院8号
58,116.383910775,39.86514745,四路通17号院地面停车场,交通设施服务;停车场;公共停车场,四路通17号院
59,116.39316428,39.86385062,永外城商务楼,商务住宅;楼宇;商务写字楼,西罗园北路与革新中路交叉口东北40米
60,116.4219285095238,39.90258425,北京站,交通设施服务;火车站;火车站,毛家湾胡同甲13号
61,116.339685,39.98470122222222,京张铁路遗址公园一期南段,风景名胜;公园广场;公园,知春路至北四环
62,116.34305230416668,39.967163291666665,1733商业空间,商务住宅;楼宇;商务写字楼,北三环西路8-13号(地铁12号线大钟寺站D口)
63,116.28286712857144,39.95621475714285,远大路22号院西院,商务住宅;住宅区;住宅小区,远大路22号
64,116.3243258306011,40.03912824590165,,,
65,116.395638,39.8904134,天桥街道学雷锋志愿服务主题公园,风景名胜;公园广场;公园,校尉营胡同16号(珠市口地铁站D西南口步行140米)
66,116.333647,40.03654942857143,小营西路23号院,商务住宅;住宅区;住宅小区,小营西路23号
67,116.3200435,40.056559125,北京外国语大学附属外国语学校,科教文化服务;学校;中学,西二旗大街19号
68,116.5661837,40.06436757,中国国际航空公司(天柱路),公司企业;公司;公司,天竺空港经济开发区天柱路三十号国航大厦
69,116.34519333333331,39.98513641666667,北京航空航天大学(学院路本部校区),科教文化服务;学校;高等院校,学院路37号
70,116.39395,39.988882571428576,奥林匹克公园中心区,风景名胜;公园广场;公园,科荟路33号
71,116.33634675,40.06329575,龙乡小区中区,商务住宅;住宅区;住宅小区,回龙观
72,116.4913296,39.9771638,恒通国际商务园,商务住宅;产业园区;产业园区,酒仙桥路10号
73,116.319917625,39.984772041666666,科春社区,商务住宅;住宅区;住宅小区,中关村南一街11-5号(中关村地铁站C3东南口步行370米)
74,116.63724966666668,40.17148477777778,北京市威凯汽车服务有限责任公司,汽车服务;汽车服务相关;汽车服务相关,秦武姚村与白马路交叉口路北
75,116.319036375,39.919810625,玉渊潭公园,风景名胜;风景名胜;国家级景点,西三环中路10号
76,116.31135362857142,39.9226349,华融大厦,住宿服务;宾馆酒店;四星级宾馆,阜成路18号
77,116.2970115333333,39.973617266666665,万泉新新家园,商务住宅;住宅区;住宅小区,巴沟南路35号(巴沟地铁站C3口步行450米)
78,116.30015375277776,39.973981036111105,万泉新新家园,商务住宅;住宅区;住宅小区,巴沟南路35号(巴沟地铁站C3口步行450米)
79,115.89473934482758,40.377282379310344,零三二六洗车工厂,汽车服务;洗车场;洗车场,庄祥街与汇通路交叉口南60米
80,115.90245965789477,40.37181760526316,康恒兴商厦,商务住宅;楼宇;商务写字楼,兴隆南街2号
81,115.79010927272726,40.44484136363637,,,
82,115.89545572,40.38504916,,,
83,116.30211026064072,39.97740424225782,稻香园南社区,商务住宅;住宅区;住宅小区,万泉河路辅路
84,116.23548921428572,39.89061021428572,北京京城新能源有限公司,公司企业;公司;公司,吴家村路57号(石景山同心医院旁边)
85,116.30856633333332,40.03603233333334,金隅嘉华大厦,商务住宅;楼宇;商务写字楼,上地三街9号
86,116.39074680000002,39.8631151,西罗园四社区,商务住宅;住宅区;住宅小区,马家堡东路四路通西罗园
87,115.89864841666667,40.3710065,北京邮电大学世纪学院,科教文化服务;学校;高等院校,康庄镇西官路
88,116.6343536,40.099676,北汽股份有限公司,公司企业;知名企业;知名企业,仁和双河大街99号
89,116.73264873809524,39.534177904761904,国际花园,商务住宅;住宅区;住宅区,爱民东道152号
90,116.3222896,40.0534436,,,
91,116.128129,40.21168584,华彬生态园,体育休闲服务;休闲场所;休闲场所|商务住宅;产业园区;产业园区|风景名胜;风景名胜;风景名胜,温南路北市华彬高尔夫俱乐部
92,116.30153540476192,39.98946981904762,芙蓉里小区西区,商务住宅;住宅区;住宅小区,万泉河路出口与万泉河路交叉口东140米
93,116.30426212,39.98965055,海淀体育中心,体育休闲服务;运动场馆;综合体育馆,颐和园路12号
94,116.321757,40.055248142857145,安宁庄路11号院,商务住宅;住宅区;住宅小区,西二旗大街
